accession,library,panel,gene,detected_in_fraction_of_cells,gene_absent_from_reference
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,monocyte/IM (Fig. 1h),Itgam,0.0176,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,monocyte/IM (Fig. 1h),Ly6c2,0.1108,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,monocyte/IM (Fig. 1h),Ccr2,0.0406,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,monocyte/IM (Fig. 1h),Cx3cr1,0.0201,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,monocyte/IM (Fig. 1h),Mmp19,0.0018,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,Tnc-TLR4 axis (ED Fig. 4d),Tnc,0.0011,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,Tnc-TLR4 axis (ED Fig. 4d),Tlr4,0.0245,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,EGF axis (ED Fig. 5f-h),Areg,0.05,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,EGF axis (ED Fig. 5f-h),Ereg,0.0011,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,EGF axis (ED Fig. 5f-h),Hbegf,0.0507,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,EGF axis (ED Fig. 5f-h),Tgfa,0.0212,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,EGF axis (ED Fig. 5f-h),Egfr,0.0165,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,fibroblast-to-epithelium (ED Fig. 5i-j),Wnt5a,0.005,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,fibroblast-to-epithelium (ED Fig. 5i-j),Igf1,0.0115,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,fibroblast-to-epithelium (ED Fig. 5i-j),Spp1,0.0086,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,mutant epithelial states (Fig. 4l),Sftpc,0.8047,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,mutant epithelial states (Fig. 4l),Etv5,0.4108,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,mutant epithelial states (Fig. 4l),Lamp3,0.4968,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,mutant epithelial states (Fig. 4l),Cd177,0.0022,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,mutant epithelial states (Fig. 4l),Cldn4,0.0007,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,mutant epithelial states (Fig. 4l),Itga2,0.0065,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,mutant epithelial states (Fig. 4l),Ndrg1,0.0234,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,mutant epithelial states (Fig. 4l),Sox9,0.0,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,mutant epithelial states (Fig. 4l),Mki67,0.0115,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,mutant epithelial states (Fig. 4l),Ager,0.5137,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,mutant epithelial states (Fig. 4l),Hopx,0.1155,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,compartment,Epcam,0.3568,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,compartment,Ptprc,0.1773,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,compartment,Col1a1,0.0173,False
GSE247505,GSM7890840_Expt2_ConfettiRFPr2,compartment,Pecam1,0.0385,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,alveolar fibroblast (Fig. 1d),Pdgfra,0.0031,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,alveolar fibroblast (Fig. 1d),Col13a1,0.002,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,alveolar fibroblast (Fig. 1d),Tcf21,0.0031,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,alveolar fibroblast (Fig. 1d),Npnt,0.4242,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,alveolar fibroblast (Fig. 1d),Scube2,0.0051,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,adventitial fibroblast (Fig. 1d),Col14a1,0.0041,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,adventitial fibroblast (Fig. 1d),Pi16,0.001,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,adventitial fibroblast (Fig. 1d),Dcn,0.0051,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Tnc,0.0061,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Fst,0.001,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx1,0.4283,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx2,0.0051,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Acta2,0.002,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Pdgfrb,0.002,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,inflammatory fibroblast (ED Fig. 4l-m),Lcn2,0.8566,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,inflammatory fibroblast (ED Fig. 4l-m),Saa3,0.0051,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,inflammatory fibroblast (ED Fig. 4l-m),Sfrp1,0.0031,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,inflammatory fibroblast (ED Fig. 4l-m),Cxcl12,0.0092,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,alveolar macrophage (Fig. 1h),Itgax,0.002,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,alveolar macrophage (Fig. 1h),Siglec5,,True
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,alveolar macrophage (Fig. 1h),Siglecf,0.002,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,alveolar macrophage (Fig. 1h),Pparg,0.0132,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,alveolar macrophage (Fig. 1h),Mertk,0.0051,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,alveolar macrophage (Fig. 1h),Car4,0.0071,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,reprogrammed AM (Fig. 1h),Msr1,0.0,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,reprogrammed AM (Fig. 1h),Cdh1,0.6165,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,reprogrammed AM (Fig. 1h),Ch25h,0.001,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,reprogrammed AM (Fig. 1h),Ear6,0.0,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,reprogrammed AM (Fig. 1h),Fstl1,0.0081,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,reprogrammed AM (Fig. 1h),Cxcl2,0.0366,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,monocyte/IM (Fig. 1h),Itgam,0.002,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,monocyte/IM (Fig. 1h),Ly6c2,0.1312,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,monocyte/IM (Fig. 1h),Ccr2,0.0031,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,monocyte/IM (Fig. 1h),Cx3cr1,0.001,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,monocyte/IM (Fig. 1h),Mmp19,0.0041,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,Tnc-TLR4 axis (ED Fig. 4d),Tnc,0.0061,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,Tnc-TLR4 axis (ED Fig. 4d),Tlr4,0.0926,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,EGF axis (ED Fig. 5f-h),Areg,0.3611,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,EGF axis (ED Fig. 5f-h),Ereg,0.061,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,EGF axis (ED Fig. 5f-h),Hbegf,0.293,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,EGF axis (ED Fig. 5f-h),Tgfa,0.0905,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,EGF axis (ED Fig. 5f-h),Egfr,0.0254,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,fibroblast-to-epithelium (ED Fig. 5i-j),Wnt5a,0.001,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,fibroblast-to-epithelium (ED Fig. 5i-j),Igf1,0.002,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,fibroblast-to-epithelium (ED Fig. 5i-j),Spp1,0.0173,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,mutant epithelial states (Fig. 4l),Sftpc,0.9634,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,mutant epithelial states (Fig. 4l),Etv5,0.7182,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,mutant epithelial states (Fig. 4l),Lamp3,0.8433,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,mutant epithelial states (Fig. 4l),Cd177,0.0397,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,mutant epithelial states (Fig. 4l),Cldn4,0.0855,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,mutant epithelial states (Fig. 4l),Itga2,0.0763,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,mutant epithelial states (Fig. 4l),Ndrg1,0.0498,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,mutant epithelial states (Fig. 4l),Sox9,0.0142,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,mutant epithelial states (Fig. 4l),Mki67,0.0539,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,mutant epithelial states (Fig. 4l),Ager,0.8281,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,mutant epithelial states (Fig. 4l),Hopx,0.1679,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,compartment,Epcam,0.7803,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,compartment,Ptprc,0.0203,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,compartment,Col1a1,0.0031,False
GSE247505,GSM7890841_Expt2_2wRFP_hetr1,compartment,Pecam1,0.0203,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,alveolar fibroblast (Fig. 1d),Pdgfra,0.0051,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,alveolar fibroblast (Fig. 1d),Col13a1,0.0031,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,alveolar fibroblast (Fig. 1d),Tcf21,0.0072,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,alveolar fibroblast (Fig. 1d),Npnt,0.3813,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,alveolar fibroblast (Fig. 1d),Scube2,0.0051,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,adventitial fibroblast (Fig. 1d),Col14a1,0.0051,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,adventitial fibroblast (Fig. 1d),Pi16,0.001,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,adventitial fibroblast (Fig. 1d),Dcn,0.0041,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Tnc,0.0072,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Fst,0.0021,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx1,0.4522,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx2,0.0164,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Acta2,0.0134,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Pdgfrb,0.0051,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,inflammatory fibroblast (ED Fig. 4l-m),Lcn2,0.7091,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,inflammatory fibroblast (ED Fig. 4l-m),Saa3,0.0041,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,inflammatory fibroblast (ED Fig. 4l-m),Sfrp1,0.0062,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,inflammatory fibroblast (ED Fig. 4l-m),Cxcl12,0.0144,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,alveolar macrophage (Fig. 1h),Itgax,0.0051,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,alveolar macrophage (Fig. 1h),Siglec5,,True
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,alveolar macrophage (Fig. 1h),Siglecf,0.0021,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,alveolar macrophage (Fig. 1h),Pparg,0.0134,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,alveolar macrophage (Fig. 1h),Mertk,0.0072,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,alveolar macrophage (Fig. 1h),Car4,0.0092,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,reprogrammed AM (Fig. 1h),Msr1,0.0,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,reprogrammed AM (Fig. 1h),Cdh1,0.5642,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,reprogrammed AM (Fig. 1h),Ch25h,0.0031,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,reprogrammed AM (Fig. 1h),Ear6,0.0,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,reprogrammed AM (Fig. 1h),Fstl1,0.0134,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,reprogrammed AM (Fig. 1h),Cxcl2,0.0545,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,monocyte/IM (Fig. 1h),Itgam,0.0062,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,monocyte/IM (Fig. 1h),Ly6c2,0.0935,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,monocyte/IM (Fig. 1h),Ccr2,0.0021,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,monocyte/IM (Fig. 1h),Cx3cr1,0.0031,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,monocyte/IM (Fig. 1h),Mmp19,0.0082,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,Tnc-TLR4 axis (ED Fig. 4d),Tnc,0.0072,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,Tnc-TLR4 axis (ED Fig. 4d),Tlr4,0.0874,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,EGF axis (ED Fig. 5f-h),Areg,0.5581,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,EGF axis (ED Fig. 5f-h),Ereg,0.1521,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,EGF axis (ED Fig. 5f-h),Hbegf,0.4841,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,EGF axis (ED Fig. 5f-h),Tgfa,0.111,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,EGF axis (ED Fig. 5f-h),Egfr,0.0092,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,fibroblast-to-epithelium (ED Fig. 5i-j),Wnt5a,0.0021,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,fibroblast-to-epithelium (ED Fig. 5i-j),Igf1,0.0051,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,fibroblast-to-epithelium (ED Fig. 5i-j),Spp1,0.0391,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,mutant epithelial states (Fig. 4l),Sftpc,0.9065,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,mutant epithelial states (Fig. 4l),Etv5,0.5766,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,mutant epithelial states (Fig. 4l),Lamp3,0.6835,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,mutant epithelial states (Fig. 4l),Cd177,0.0483,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,mutant epithelial states (Fig. 4l),Cldn4,0.1871,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,mutant epithelial states (Fig. 4l),Itga2,0.1367,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,mutant epithelial states (Fig. 4l),Ndrg1,0.1069,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,mutant epithelial states (Fig. 4l),Sox9,0.0586,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,mutant epithelial states (Fig. 4l),Mki67,0.0504,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,mutant epithelial states (Fig. 4l),Ager,0.7318,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,mutant epithelial states (Fig. 4l),Hopx,0.2127,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,compartment,Epcam,0.7194,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,compartment,Ptprc,0.0329,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,compartment,Col1a1,0.0103,False
GSE247505,GSM7890842_Expt2_2wRFP_hetr2,compartment,Pecam1,0.0175,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,alveolar fibroblast (Fig. 1d),Pdgfra,0.001,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,alveolar fibroblast (Fig. 1d),Col13a1,0.001,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,alveolar fibroblast (Fig. 1d),Tcf21,0.001,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,alveolar fibroblast (Fig. 1d),Npnt,0.3764,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,alveolar fibroblast (Fig. 1d),Scube2,0.002,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,adventitial fibroblast (Fig. 1d),Col14a1,0.001,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,adventitial fibroblast (Fig. 1d),Pi16,0.003,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,adventitial fibroblast (Fig. 1d),Dcn,0.002,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Tnc,0.0039,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Fst,0.0,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx1,0.4897,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx2,0.003,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Acta2,0.003,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,reprogrammed/fibrotic fibroblast (Fig. 1d),Pdgfrb,0.001,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,inflammatory fibroblast (ED Fig. 4l-m),Lcn2,0.866,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,inflammatory fibroblast (ED Fig. 4l-m),Saa3,0.003,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,inflammatory fibroblast (ED Fig. 4l-m),Sfrp1,0.0,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,inflammatory fibroblast (ED Fig. 4l-m),Cxcl12,0.0089,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,alveolar macrophage (Fig. 1h),Itgax,0.003,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,alveolar macrophage (Fig. 1h),Siglec5,,True
GSE247505,GSM7890843_Expt2_2wRFP_homr1,alveolar macrophage (Fig. 1h),Siglecf,0.001,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,alveolar macrophage (Fig. 1h),Pparg,0.0079,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,alveolar macrophage (Fig. 1h),Mertk,0.0099,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,alveolar macrophage (Fig. 1h),Car4,0.0069,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,reprogrammed AM (Fig. 1h),Msr1,0.0,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,reprogrammed AM (Fig. 1h),Cdh1,0.599,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,reprogrammed AM (Fig. 1h),Ch25h,0.0,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,reprogrammed AM (Fig. 1h),Ear6,0.0,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,reprogrammed AM (Fig. 1h),Fstl1,0.002,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,reprogrammed AM (Fig. 1h),Cxcl2,0.0148,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,monocyte/IM (Fig. 1h),Itgam,0.001,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,monocyte/IM (Fig. 1h),Ly6c2,0.1163,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,monocyte/IM (Fig. 1h),Ccr2,0.0039,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,monocyte/IM (Fig. 1h),Cx3cr1,0.002,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,monocyte/IM (Fig. 1h),Mmp19,0.003,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,Tnc-TLR4 axis (ED Fig. 4d),Tnc,0.0039,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,Tnc-TLR4 axis (ED Fig. 4d),Tlr4,0.0837,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,EGF axis (ED Fig. 5f-h),Areg,0.4424,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,EGF axis (ED Fig. 5f-h),Ereg,0.0118,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,EGF axis (ED Fig. 5f-h),Hbegf,0.3744,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,EGF axis (ED Fig. 5f-h),Tgfa,0.0768,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,EGF axis (ED Fig. 5f-h),Egfr,0.0335,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,fibroblast-to-epithelium (ED Fig. 5i-j),Wnt5a,0.001,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,fibroblast-to-epithelium (ED Fig. 5i-j),Igf1,0.002,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,fibroblast-to-epithelium (ED Fig. 5i-j),Spp1,0.003,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,mutant epithelial states (Fig. 4l),Sftpc,0.9793,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,mutant epithelial states (Fig. 4l),Etv5,0.7931,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,mutant epithelial states (Fig. 4l),Lamp3,0.9044,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,mutant epithelial states (Fig. 4l),Cd177,0.002,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,mutant epithelial states (Fig. 4l),Cldn4,0.0207,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,mutant epithelial states (Fig. 4l),Itga2,0.0059,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,mutant epithelial states (Fig. 4l),Ndrg1,0.0522,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,mutant epithelial states (Fig. 4l),Sox9,0.003,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,mutant epithelial states (Fig. 4l),Mki67,0.0345,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,mutant epithelial states (Fig. 4l),Ager,0.8729,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,mutant epithelial states (Fig. 4l),Hopx,0.1645,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,compartment,Epcam,0.7882,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,compartment,Ptprc,0.0128,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,compartment,Col1a1,0.001,False
GSE247505,GSM7890843_Expt2_2wRFP_homr1,compartment,Pecam1,0.0207,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,alveolar fibroblast (Fig. 1d),Pdgfra,0.0166,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,alveolar fibroblast (Fig. 1d),Col13a1,0.0102,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,alveolar fibroblast (Fig. 1d),Tcf21,0.0179,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,alveolar fibroblast (Fig. 1d),Npnt,0.3036,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,alveolar fibroblast (Fig. 1d),Scube2,0.0089,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,adventitial fibroblast (Fig. 1d),Col14a1,0.0051,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,adventitial fibroblast (Fig. 1d),Pi16,0.0038,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,adventitial fibroblast (Fig. 1d),Dcn,0.0115,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Tnc,0.0064,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Fst,0.0,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx1,0.3801,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Runx2,0.0064,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Acta2,0.0038,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,reprogrammed/fibrotic fibroblast (Fig. 1d),Pdgfrb,0.0038,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,inflammatory fibroblast (ED Fig. 4l-m),Lcn2,0.7832,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,inflammatory fibroblast (ED Fig. 4l-m),Saa3,0.0013,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,inflammatory fibroblast (ED Fig. 4l-m),Sfrp1,0.0026,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,inflammatory fibroblast (ED Fig. 4l-m),Cxcl12,0.0268,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,alveolar macrophage (Fig. 1h),Itgax,0.0,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,alveolar macrophage (Fig. 1h),Siglec5,,True
GSE247505,GSM7890844_Expt2_2wRFP_homr2,alveolar macrophage (Fig. 1h),Siglecf,0.0,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,alveolar macrophage (Fig. 1h),Pparg,0.0051,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,alveolar macrophage (Fig. 1h),Mertk,0.0051,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,alveolar macrophage (Fig. 1h),Car4,0.023,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,reprogrammed AM (Fig. 1h),Msr1,0.0,False
GSE247505,GSM7890844_Expt2_2wRFP_homr2,reprogrammed AM (Fig. 1h),Cdh1,0.5013,False
