cluster,gene,scores,log2FC,pval,pval_adj,frac_expressing_in_cluster,frac_expressing_other
14,SAT1,34.647194,2.523842,4.923599812624121e-263,1.5592030637388256e-260,0.9395296752519597,0.8063794902369951
14,SOD2,33.983864,3.4214573,3.857203739560713e-253,1.1762566613690022e-250,0.8174692049272116,0.5322700849605008
14,BCL2A1,33.181847,5.033714,1.9676714159934427e-241,5.651564144936514e-239,0.7021276595744681,0.1421597853629453
14,BASP1,33.05721,4.3705516,1.2255494817367677e-239,3.47957445383677e-237,0.7312430011198209,0.2574154121329557
14,GCA,31.940733,4.985043,7.265909454572076e-224,1.8128811054281296e-221,0.696528555431131,0.21255030555969592
14,H3F3A,31.707048,1.4960798,1.2422736707700634e-220,3.0381586080882514e-218,0.9025755879059351,0.8946191682814131
14,MNDA,31.702055,4.821151,1.4555793418929616e-220,3.5249279729507886e-218,0.6786114221724524,0.13884334476076912
14,CXCL8,31.305428,4.5831485,3.936478422755627e-215,9.087378833690349e-213,0.7256438969764838,0.25499329259204057
14,G0S2,29.411802,4.9931245,3.8798305422136833e-190,7.855384772395097e-188,0.6472564389697648,0.15933820241466687
14,NCF1,27.594336,4.6518564,1.3012391371619618e-167,2.263514642749128e-165,0.6035834266517357,0.13608585482188104
