annotation	group	category	omitted_source	remaining_sources	remaining_cells	equal_source	cell_pooled	equal_change_pp	pooled_change_pp
clusterK12_stringent	14wk	08	BH1066_GFP+	2	930	0.0706721652902838	0.110752688172043	2.3557388430094606	0.681726940312273
clusterK12_stringent	14wk	09	BD1621_B0302_GFP+	2	872	0.05411251035960461	0.016055045871559634	1.8037503453201535	0.19279015728714405
clusterK12_stringent	14wk	09	BF1303_B0301_GFP+	2	180	0.04918032786885246	0.03333333333333333	1.310532096244938	1.920618903464514
clusterK12_stringent	14wk	09	BH1066_GFP+	2	930	0.004932182490752158	0.008602150537634409	-3.114282441565092	-0.5524993761053785
clusterK12_stringent	14wk	11	BD1621_B0302_GFP+	2	872	0.0018495684340320592	0.0034403669724770644	-0.49857180850145233	-0.16050417056258623
clusterK12_stringent	14wk	11	BF1303_B0301_GFP+	2	180	0.008403361344537815	0.011111111111111112	0.1568074825491232	0.6065702433008185
clusterK12_stringent	14wk	11	BH1066_GFP+	2	930	0.010252929778569874	0.005376344086021506	0.34176432595232914	0.03309354079185792
clusterK12_stringent	14wk	12	BD1621_B0302_GFP+	2	872	0.0	0.0	0.0	0.0
clusterK12_stringent	14wk	12	BF1303_B0301_GFP+	2	180	0.0	0.0	0.0	0.0
clusterK12_stringent	14wk	12	BH1066_GFP+	2	930	0.0	0.0	0.0	0.0
clusterK12_stringent	14wk	other	BD1621_B0302_GFP+	2	872	0.3126579208020861	0.3841743119266055	0.3378970799574943	0.9804988011368365
clusterK12_stringent	14wk	other	BF1303_B0301_GFP+	2	180	0.2660146025623364	0.2777777777777778	-4.326434744017477	-9.659154613745935
clusterK12_stringent	14wk	other	BH1066_GFP+	2	930	0.34916432664311103	0.38387096774193546	3.988537664059988	0.9501643826698325
clusterK12_stringent	Hopx_12wk3d	01	BQ1151_B0308	1	578	0.06747404844290658	0.06747404844290658	-0.4843222692126947	-0.5119752535886244
clusterK12_stringent	Hopx_12wk3d	01	BQ1152_B0309	1	648	0.07716049382716049	0.07716049382716049	0.4843222692126961	0.4566692848367665
clusterK12_stringent	Hopx_12wk3d	02	BQ1151_B0308	1	578	0.03460207612456748	0.03460207612456748	-0.8161924900679227	-0.8627940188646224
clusterK12_stringent	Hopx_12wk3d	02	BQ1152_B0309	1	648	0.05092592592592592	0.05092592592592592	0.8161924900679219	0.7695909612712222
clusterK12_stringent	Hopx_12wk3d	03	BQ1151_B0308	1	578	0.3460207612456747	0.3460207612456747	-6.155752061173053	-6.507222407243296
clusterK12_stringent	Hopx_12wk3d	03	BQ1152_B0309	1	648	0.4691358024691358	0.4691358024691358	6.155752061173053	5.80428171510281
clusterK12_stringent	Hopx_12wk3d	04	BQ1151_B0308	1	578	0.03806228373702422	0.03806228373702422	0.20558332265368032	0.21732135902053015
clusterK12_stringent	Hopx_12wk3d	04	BQ1152_B0309	1	648	0.033950617283950615	0.033950617283950615	-0.20558332265368032	-0.19384528628683048
clusterK12_stringent	Hopx_12wk3d	05	BQ1151_B0308	1	578	0.029411764705882353	0.029411764705882353	-0.7670660856935365	-0.8108626811246522
clusterK12_stringent	Hopx_12wk3d	05	BQ1152_B0309	1	648	0.044753086419753084	0.044753086419753084	0.7670660856935365	0.7232694902624209
clusterK12_stringent	Hopx_12wk3d	06	BQ1151_B0308	1	578	0.0017301038062283738	0.0017301038062283738	0.08650519031141869	0.09144431210733982
clusterK12_stringent	Hopx_12wk3d	06	BQ1152_B0309	1	648	0.0	0.0	-0.08650519031141869	-0.08156606851549755
clusterK12_stringent	Hopx_12wk3d	07	BQ1151_B0308	1	578	0.0017301038062283738	0.0017301038062283738	0.08650519031141869	0.09144431210733982
clusterK12_stringent	Hopx_12wk3d	07	BQ1152_B0309	1	648	0.0	0.0	-0.08650519031141869	-0.08156606851549755
clusterK12_stringent	Hopx_12wk3d	08	BQ1151_B0308	1	578	0.1695501730103806	0.1695501730103806	6.317014823358537	6.67769266808537
clusterK12_stringent	Hopx_12wk3d	08	BQ1152_B0309	1	648	0.043209876543209874	0.043209876543209874	-6.317014823358537	-5.956336978631704
clusterK12_stringent	Hopx_12wk3d	09	BQ1151_B0308	1	578	0.0017301038062283738	0.0017301038062283738	0.009344696484258199	0.009878243591842261
clusterK12_stringent	Hopx_12wk3d	09	BQ1152_B0309	1	648	0.0015432098765432098	0.0015432098765432098	-0.009344696484258199	-0.008811149376674134
clusterK12_stringent	Hopx_12wk3d	11	BQ1151_B0308	1	578	0.0017301038062283738	0.0017301038062283738	-0.06781579734290231	-0.07168782492365526
clusterK12_stringent	Hopx_12wk3d	11	BQ1152_B0309	1	648	0.0030864197530864196	0.0030864197530864196	0.06781579734290227	0.06394376976214933
clusterK12_stringent	Hopx_12wk3d	12	BQ1151_B0308	1	578	0.0	0.0	-0.07716049382716049	-0.08156606851549755
clusterK12_stringent	Hopx_12wk3d	12	BQ1152_B0309	1	648	0.0015432098765432098	0.0015432098765432098	0.07716049382716049	0.07275491913882343
clusterK12_stringent	Hopx_12wk3d	other	BQ1151_B0308	1	578	0.3079584775086505	0.3079584775086505	1.6633559741979609	1.758327359347922
clusterK12_stringent	Hopx_12wk3d	other	BQ1152_B0309	1	648	0.27469135802469136	0.27469135802469136	-1.6633559741979553	-1.5683845890479942
clusterK12_stringent	Hopx_12wk14d	01	BP1479_B0309	1	550	0.05090909090909091	0.05090909090909091	0.4678922185847395	0.370821275321824
clusterK12_stringent	Hopx_12wk14d	01	BQ1920_B0308	1	361	0.04155124653739612	0.04155124653739612	-0.4678922185847395	-0.5649631618476549
clusterK12_stringent	Hopx_12wk14d	02	BP1479_B0309	1	550	0.07090909090909091	0.07090909090909091	1.467892218584739	1.1633569504041512
clusterK12_stringent	Hopx_12wk14d	02	BQ1920_B0308	1	361	0.04155124653739612	0.04155124653739612	-1.4678922185847396	-1.7724274867653274
clusterK12_stringent	Hopx_12wk14d	03	BP1479_B0309	1	550	0.6272727272727273	0.6272727272727273	2.4162679425837275	1.9149785450553902
clusterK12_stringent	Hopx_12wk14d	03	BQ1920_B0308	1	361	0.5789473684210527	0.5789473684210527	-2.4162679425837386	-2.917557340112076
clusterK12_stringent	Hopx_12wk14d	04	BP1479_B0309	1	550	0.0036363636363636364	0.0036363636363636364	-0.09519012843112566	-0.07544157269733562
clusterK12_stringent	Hopx_12wk14d	04	BQ1920_B0308	1	361	0.00554016620498615	0.00554016620498615	0.09519012843112566	0.1149386841649157
clusterK12_stringent	Hopx_12wk14d	05	BP1479_B0309	1	550	0.014545454545454545	0.014545454545454545	-0.9347771342231175	-0.7408442271230418
clusterK12_stringent	Hopx_12wk14d	05	BQ1920_B0308	1	361	0.0332409972299169	0.0332409972299169	0.9347771342231179	1.1287100413231936
clusterK12_stringent	Hopx_12wk14d	06	BP1479_B0309	1	550	0.0	0.0	-0.13850415512465375	-0.10976948408342481
clusterK12_stringent	Hopx_12wk14d	06	BQ1920_B0308	1	361	0.002770083102493075	0.002770083102493075	0.13850415512465375	0.16723882616588268
clusterK12_stringent	Hopx_12wk14d	07	BP1479_B0309	1	550	0.0018181818181818182	0.0018181818181818182	-0.3246033744648703	-0.2572597545155174
clusterK12_stringent	Hopx_12wk14d	07	BQ1920_B0308	1	361	0.008310249307479225	0.008310249307479225	0.32460337446487036	0.39194699441422326
clusterK12_stringent	Hopx_12wk14d	08	BP1479_B0309	1	550	0.02181818181818182	0.02181818181818182	-1.4021657013346762	-1.1112663406845622
clusterK12_stringent	Hopx_12wk14d	08	BQ1920_B0308	1	361	0.04986149584487535	0.04986149584487535	1.4021657013346769	1.6930650619847907
clusterK12_stringent	Hopx_12wk14d	09	BP1479_B0309	1	550	0.04909090909090909	0.04909090909090909	-0.3155376479476203	-0.25007484283005726
clusterK12_stringent	Hopx_12wk14d	09	BQ1920_B0308	1	361	0.055401662049861494	0.055401662049861494	0.3155376479476203	0.3810004530651834
clusterK12_stringent	Hopx_12wk14d	11	BP1479_B0309	1	550	0.0	0.0	0.0	0.0
clusterK12_stringent	Hopx_12wk14d	11	BQ1920_B0308	1	361	0.0	0.0	0.0	0.0
clusterK12_stringent	Hopx_12wk14d	12	BP1479_B0309	1	550	0.0	0.0	0.0	0.0
clusterK12_stringent	Hopx_12wk14d	12	BQ1920_B0308	1	361	0.0	0.0	0.0	0.0
clusterK12_stringent	Hopx_12wk14d	other	BP1479_B0309	1	550	0.16	0.16	-1.1412742382271468	-0.90450054884742
clusterK12_stringent	Hopx_12wk14d	other	BQ1920_B0308	1	361	0.18282548476454294	0.18282548476454294	1.1412742382271468	1.3780479276068736
