cohort,unit,unit_type,genotype,stage,injury,independence_two_marker,seed,group_two_marker,n_two_marker,module,kind,n_genes_two_marker,total_genes_two_marker,coverage_two_marker,score_two_marker,interpretable_two_marker,label_overlap_two_marker,independence_reference,group_reference,n_reference,n_genes_reference,total_genes_reference,coverage_reference,score_reference,interpretable_reference,label_overlap_reference,difference,interpretable
GSE262927,EEM-scRNA-236,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,5,AT2_published_400,complete_published_marker_list_400,379,400,0.9475,0.18416886543535624,False,Sftpc,"external-study, previously analyzed; no neonatal arm",reference,134,379,400,0.9475,0.2664316937738747,True,Sftpc,-0.08226282833851847,False
GSE262927,EEM-scRNA-236,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,5,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,377,398,0.9472361809045227,0.18355437665782498,False,,"external-study, previously analyzed; no neonatal arm",reference,134,377,398,0.9472361809045227,0.2646779365770616,True,,-0.08112355991923664,False
GSE262927,EEM-scRNA-236,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,5,AT1_published_400,complete_published_marker_list_400,382,400,0.955,0.32670157068062833,False,Krt8,"external-study, previously analyzed; no neonatal arm",reference,134,382,400,0.955,0.2649449089630382,True,Krt8,0.061756661717590144,False
GSE262927,EEM-scRNA-236,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,5,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,399,0.9548872180451128,0.3249343832020998,False,,"external-study, previously analyzed; no neonatal arm",reference,134,381,399,0.9548872180451128,0.2646413601284914,True,,0.0602930230736084,False
GSE262927,EEM-scRNA-236,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,5,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,196,199,0.9849246231155779,0.07653061224489796,False,,"external-study, previously analyzed; no neonatal arm",reference,134,196,199,0.9849246231155779,0.07957660676210783,True,,-0.0030459945172098685,False
GSE262927,EEM-scRNA-236,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,5,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,195,197,0.9898477157360406,0.06666666666666667,False,,"external-study, previously analyzed; no neonatal arm",reference,134,195,197,0.9898477157360406,0.05254496747034061,True,,0.014121699196326054,False
GSE262927,EEM-scRNA-236,animal,Ki67Cre/Cre; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,5,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,197,200,0.985,0.14314720812182744,False,,"external-study, previously analyzed; no neonatal arm",reference,134,197,200,0.985,0.11031138722630504,True,,0.032835820895522394,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_marker_panel,paper_marker_panel,5,5,1.0,,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,107,5,5,1.0,0.10841121495327102,True,Cldn4;Krt8,,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_early_panel,paper_marker_panel,3,3,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,107,3,3,1.0,0.1308411214953271,True,,,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_late_panel,paper_marker_panel,4,4,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,107,4,4,1.0,0.2453271028037383,True,,,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_figure7_panel,paper_marker_panel,3,3,1.0,,False,Cldn4,"external-study, previously analyzed; no neonatal arm",reference,107,3,3,1.0,0.028037383177570093,True,Cldn4,,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_label_free_panel,paper_marker_panel_minus_label_genes,3,3,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,107,3,3,1.0,0.01557632398753894,True,,,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT2_common_panel,repository_marker_panel,8,8,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,107,8,8,1.0,0.7207943925233645,True,,,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,107,6,6,1.0,0.09657320872274143,True,,,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,ADI_published_400,complete_published_marker_list_400,390,400,0.975,,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,107,390,400,0.975,0.39245147375988493,True,Cldn4;Krt8,,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,388,398,0.9748743718592965,,False,,"external-study, previously analyzed; no neonatal arm",reference,107,388,398,0.9748743718592965,0.3931978032565757,True,,,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT2_published_400,complete_published_marker_list_400,379,400,0.9475,,False,Sftpc,"external-study, previously analyzed; no neonatal arm",reference,107,379,400,0.9475,0.30878110127487485,True,Sftpc,,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,377,398,0.9472361809045227,,False,,"external-study, previously analyzed; no neonatal arm",reference,107,377,398,0.9472361809045227,0.3070477701479957,True,,,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_published_400,complete_published_marker_list_400,382,400,0.955,,False,Krt8,"external-study, previously analyzed; no neonatal arm",reference,107,382,400,0.955,0.2696335078534031,True,Krt8,,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,399,0.9548872180451128,,False,,"external-study, previously analyzed; no neonatal arm",reference,107,381,399,0.9548872180451128,0.26904113621311354,True,,,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,196,199,0.9849246231155779,,False,,"external-study, previously analyzed; no neonatal arm",reference,107,196,199,0.9849246231155779,0.09636658401678427,True,,,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,195,197,0.9898477157360406,,False,,"external-study, previously analyzed; no neonatal arm",reference,107,195,197,0.9898477157360406,0.05688952791756529,True,,,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,197,200,0.985,,False,,"external-study, previously analyzed; no neonatal arm",reference,107,197,200,0.985,0.12400967787845721,True,,,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,2,DATP_marker_panel,paper_marker_panel,5,5,1.0,0.4,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,104,5,5,1.0,0.12115384615384617,True,Cldn4;Krt8,0.27884615384615385,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,2,AT1_early_panel,paper_marker_panel,3,3,1.0,0.0,False,,"external-study, previously analyzed; no neonatal arm",reference,104,3,3,1.0,0.14102564102564105,True,,-0.14102564102564105,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,2,AT1_late_panel,paper_marker_panel,4,4,1.0,0.0,False,,"external-study, previously analyzed; no neonatal arm",reference,104,4,4,1.0,0.2355769230769231,True,,-0.2355769230769231,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,2,DATP_figure7_panel,paper_marker_panel,3,3,1.0,0.3333333333333333,False,Cldn4,"external-study, previously analyzed; no neonatal arm",reference,104,3,3,1.0,0.012820512820512822,True,Cldn4,0.3205128205128205,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,2,DATP_label_free_panel,paper_marker_panel_minus_label_genes,3,3,1.0,0.0,False,,"external-study, previously analyzed; no neonatal arm",reference,104,3,3,1.0,0.028846153846153844,True,,-0.028846153846153844,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,2,AT2_common_panel,repository_marker_panel,8,8,1.0,0.375,False,,"external-study, previously analyzed; no neonatal arm",reference,104,8,8,1.0,0.733173076923077,True,,-0.358173076923077,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,2,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,0.25,False,,"external-study, previously analyzed; no neonatal arm",reference,104,6,6,1.0,0.10897435897435898,True,,0.14102564102564102,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,2,ADI_published_400,complete_published_marker_list_400,390,400,0.975,0.46025641025641023,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,104,390,400,0.975,0.38639053254437866,True,Cldn4;Krt8,0.07386587771203157,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,2,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,388,398,0.9748743718592965,0.4574742268041237,False,,"external-study, previously analyzed; no neonatal arm",reference,104,388,398,0.9748743718592965,0.38704401268834254,True,,0.07043021411578115,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,2,AT2_published_400,complete_published_marker_list_400,379,400,0.9475,0.23350923482849603,False,Sftpc,"external-study, previously analyzed; no neonatal arm",reference,104,379,400,0.9475,0.30682971382179824,True,Sftpc,-0.07332047899330221,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,2,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,377,398,0.9472361809045227,0.23209549071618038,False,,"external-study, previously analyzed; no neonatal arm",reference,104,377,398,0.9472361809045227,0.3050907977963681,True,,-0.07299530708018773,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,2,AT1_published_400,complete_published_marker_list_400,382,400,0.955,0.2892670157068063,False,Krt8,"external-study, previously analyzed; no neonatal arm",reference,104,382,400,0.955,0.2701369311316955,True,Krt8,0.019130084575110784,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,2,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,399,0.9548872180451128,0.2874015748031496,False,,"external-study, previously analyzed; no neonatal arm",reference,104,381,399,0.9548872180451128,0.2694831415303856,True,,0.01791843327276399,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,2,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,196,199,0.9849246231155779,0.10714285714285714,False,,"external-study, previously analyzed; no neonatal arm",reference,104,196,199,0.9849246231155779,0.10101059654631081,True,,0.006132260596546327,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,2,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,195,197,0.9898477157360406,0.05641025641025641,False,,"external-study, previously analyzed; no neonatal arm",reference,104,195,197,0.9898477157360406,0.05729783037475345,True,,-0.0008875739644970404,False
GSE262927,EEM-scRNA-237,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,2,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,197,200,0.985,0.12944162436548223,False,,"external-study, previously analyzed; no neonatal arm",reference,104,197,200,0.985,0.12172979304959002,True,,0.0077118313158922175,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_marker_panel,paper_marker_panel,5,5,1.0,,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,261,5,5,1.0,0.07279693486590037,True,Cldn4;Krt8,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_early_panel,paper_marker_panel,3,3,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,261,3,3,1.0,0.25798212005108556,True,,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_late_panel,paper_marker_panel,4,4,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,261,4,4,1.0,0.3113026819923372,True,,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_figure7_panel,paper_marker_panel,3,3,1.0,,False,Cldn4,"external-study, previously analyzed; no neonatal arm",reference,261,3,3,1.0,0.035759897828863345,True,Cldn4,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_label_free_panel,paper_marker_panel_minus_label_genes,3,3,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,261,3,3,1.0,0.014048531289910599,True,,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT2_common_panel,repository_marker_panel,8,8,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,261,8,8,1.0,0.6269157088122606,True,,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,261,6,6,1.0,0.08876117496807151,True,,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,ADI_published_400,complete_published_marker_list_400,390,400,0.975,,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,261,390,400,0.975,0.3592396109637489,True,Cldn4;Krt8,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,388,398,0.9748743718592965,,False,,"external-study, previously analyzed; no neonatal arm",reference,261,388,398,0.9748743718592965,0.36026187936959353,True,,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT2_published_400,complete_published_marker_list_400,379,400,0.9475,,False,Sftpc,"external-study, previously analyzed; no neonatal arm",reference,261,379,400,0.9475,0.2649339358465007,True,Sftpc,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,377,398,0.9472361809045227,,False,,"external-study, previously analyzed; no neonatal arm",reference,261,377,398,0.9472361809045227,0.2632702216530992,True,,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_published_400,complete_published_marker_list_400,382,400,0.955,,False,Krt8,"external-study, previously analyzed; no neonatal arm",reference,261,382,400,0.955,0.2717197247798439,True,Krt8,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,399,0.9548872180451128,,False,,"external-study, previously analyzed; no neonatal arm",reference,261,381,399,0.9548872180451128,0.2715881779145423,True,,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,196,199,0.9849246231155779,,False,,"external-study, previously analyzed; no neonatal arm",reference,261,196,199,0.9849246231155779,0.08384158261005552,True,,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,195,197,0.9898477157360406,,False,,"external-study, previously analyzed; no neonatal arm",reference,261,195,197,0.9898477157360406,0.049042145593869726,True,,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,197,200,0.985,,False,,"external-study, previously analyzed; no neonatal arm",reference,261,197,200,0.985,0.10790205574031934,True,,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,DATP_marker_panel,paper_marker_panel,5,5,1.0,,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,258,5,5,1.0,0.08604651162790697,True,Cldn4;Krt8,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT1_early_panel,paper_marker_panel,3,3,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,258,3,3,1.0,0.22739018087855298,True,,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT1_late_panel,paper_marker_panel,4,4,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,258,4,4,1.0,0.2926356589147287,True,,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,DATP_figure7_panel,paper_marker_panel,3,3,1.0,,False,Cldn4,"external-study, previously analyzed; no neonatal arm",reference,258,3,3,1.0,0.041343669250646,True,Cldn4,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,DATP_label_free_panel,paper_marker_panel_minus_label_genes,3,3,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,258,3,3,1.0,0.01808785529715762,True,,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT2_common_panel,repository_marker_panel,8,8,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,258,8,8,1.0,0.6288759689922481,True,,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,DATP_PATS_holdout_panel,repository_combined_marker_panel,6,6,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,258,6,6,1.0,0.08656330749354006,True,,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,ADI_published_400,complete_published_marker_list_400,390,400,0.975,,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,258,390,400,0.975,0.35883522162591935,True,Cldn4;Krt8,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,ADI_published_holdout,complete_published_list_minus_labels_and_Cebpa,388,398,0.9748743718592965,,False,,"external-study, previously analyzed; no neonatal arm",reference,258,388,398,0.9748743718592965,0.3597158954687125,True,,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT2_published_400,complete_published_marker_list_400,379,400,0.9475,,False,Sftpc,"external-study, previously analyzed; no neonatal arm",reference,258,379,400,0.9475,0.26403632570411734,True,Sftpc,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT2_published_holdout,complete_published_list_minus_labels_and_Cebpa,377,398,0.9472361809045227,,False,,"external-study, previously analyzed; no neonatal arm",reference,258,377,398,0.9472361809045227,0.2623630045442395,True,,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT1_published_400,complete_published_marker_list_400,382,400,0.955,,False,Krt8,"external-study, previously analyzed; no neonatal arm",reference,258,382,400,0.955,0.2697654125573278,True,Krt8,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,AT1_published_holdout,complete_published_list_minus_labels_and_Cebpa,381,399,0.9548872180451128,,False,,"external-study, previously analyzed; no neonatal arm",reference,258,381,399,0.9548872180451128,0.26948666300433377,True,,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,HALLMARK_HYPOXIA,complete_MSigDB_Hallmark_module,196,199,0.9849246231155779,,False,,"external-study, previously analyzed; no neonatal arm",reference,258,196,199,0.9849246231155779,0.08414412276538523,True,,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,HALLMARK_INFLAMMATORY_RESPONSE,complete_MSigDB_Hallmark_module,195,197,0.9898477157360406,,False,,"external-study, previously analyzed; no neonatal arm",reference,258,195,197,0.9898477157360406,0.04839992049294375,True,,,False
GSE262927,EEM-scRNA-238,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",29,two_marker,0,HALLMARK_P53_PATHWAY,complete_MSigDB_Hallmark_module,197,200,0.985,,False,,"external-study, previously analyzed; no neonatal arm",reference,258,197,200,0.985,0.10669735961909257,True,,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,DATP_marker_panel,paper_marker_panel,5,5,1.0,,False,Cldn4;Krt8,"external-study, previously analyzed; no neonatal arm",reference,291,5,5,1.0,0.10240549828178694,True,Cldn4;Krt8,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_early_panel,paper_marker_panel,3,3,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,291,3,3,1.0,0.10538373424971363,True,,,False
GSE262927,EEM-scRNA-239,animal,Ki67Cre/+; ROSA26LSL-tdTm/+,90.0,H1N1_infected,"external-study, previously analyzed; no neonatal arm",17,two_marker,0,AT1_late_panel,paper_marker_panel,4,4,1.0,,False,,"external-study, previously analyzed; no neonatal arm",reference,291,4,4,1.0,0.218213058419244,True,,,False
