cohort,donor,disease,celltype,n_cells,det_AREG,det_HBEGF,det_EREG,det_EGF,det_EGFR,det_TGFA,det_BTC,det_EPGN,evaluable
E3_GSE135893,THD0005,Control,Endothelial Cells,553,0.0398,0.255,0.009,0.0,0.1501,0.0054,0.0796,0.0,True
E3_GSE135893,THD0005,Control,Fibroblasts,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
E3_GSE135893,THD0005,Control,Lymphatic Endothelial Cells,141,0.0213,0.0142,0.0142,0.0,0.0,0.0567,0.0071,0.0,True
E3_GSE135893,THD0005,Control,MUC5B+,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,False
E3_GSE135893,THD0005,Control,Macrophages,958,0.3382,0.6326,0.5647,0.0,0.0,0.0365,0.001,0.0,True
E3_GSE135893,THD0005,Control,Mast Cells,179,0.5531,0.0223,0.0279,0.0,0.0,0.0726,0.0,0.0,True
E3_GSE135893,THD0005,Control,Mesothelial Cells,26,0.2692,0.1538,0.0,0.0,0.5385,0.0,0.0769,0.3462,True
E3_GSE135893,THD0005,Control,Monocytes,863,0.2039,0.416,0.3824,0.0,0.0,0.0301,0.0,0.0,True
E3_GSE135893,THD0005,Control,Myofibroblasts,11,0.0909,0.0909,0.0,0.0,0.5455,0.0,0.0909,0.0,False
E3_GSE135893,THD0005,Control,NK Cells,23,0.3043,0.0435,0.0,0.0,0.0,0.0,0.0,0.0,True
E3_GSE135893,THD0005,Control,PLIN2+ Fibroblasts,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,THD0005,Control,Plasma Cells,134,0.1567,0.0149,0.0299,0.0,0.0,0.0,0.0,0.0,True
E3_GSE135893,THD0005,Control,Proliferating Macrophages,11,0.5455,0.5455,0.2727,0.0,0.0,0.1818,0.0,0.0,False
E3_GSE135893,THD0005,Control,Proliferating T Cells,72,0.2639,0.0278,0.0278,0.0,0.0,0.0278,0.0,0.0,True
E3_GSE135893,THD0005,Control,SCGB3A2+,7,0.2857,0.0,0.1429,0.0,0.2857,0.0,0.0,0.0,False
E3_GSE135893,THD0005,Control,Smooth Muscle Cells,14,0.0,0.0,0.0714,0.0,0.1429,0.0,0.2143,0.0,False
E3_GSE135893,THD0005,Control,T Cells,221,0.2127,0.0181,0.0136,0.0,0.0,0.0226,0.0,0.0,True
E3_GSE135893,THD0005,Control,Transitional AT2,4,0.25,0.5,0.0,0.0,0.5,0.0,0.0,0.0,False
E3_GSE135893,THD0005,Control,cDCs,27,0.3333,0.1111,0.1111,0.0,0.0,0.037,0.0,0.0,True
E3_GSE135893,THD0005,Control,pDCs,9,0.2222,0.1111,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,TILD001,IPF,AT2,2,1.0,0.0,0.5,0.0,1.0,0.5,0.5,0.0,False
E3_GSE135893,TILD001,IPF,B Cells,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,TILD001,IPF,Basal,27,0.5926,0.4074,0.2222,0.0,0.8148,0.3333,0.4074,0.037,True
E3_GSE135893,TILD001,IPF,Ciliated,106,0.4057,0.0566,0.0189,0.0094,0.1887,0.1698,0.2736,0.0,True
E3_GSE135893,TILD001,IPF,Differentiating Ciliated,3,1.0,0.3333,0.0,0.0,1.0,0.0,0.3333,0.0,False
E3_GSE135893,TILD001,IPF,Endothelial Cells,50,0.06,0.56,0.02,0.0,0.06,0.0,0.02,0.0,True
E3_GSE135893,TILD001,IPF,Fibroblasts,7,0.1429,0.0,0.0,0.0,0.1429,0.0,0.0,0.0,False
E3_GSE135893,TILD001,IPF,HAS1 High Fibroblasts,179,0.1508,0.5307,0.0279,0.0,0.6089,0.0,0.0,0.0,True
E3_GSE135893,TILD001,IPF,Lymphatic Endothelial Cells,4,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,TILD001,IPF,MUC5AC+ High,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,TILD001,IPF,MUC5B+,15,0.3333,0.2667,0.1333,0.0,0.1333,0.1333,0.2,0.0,False
E3_GSE135893,TILD001,IPF,Macrophages,431,0.587,0.7262,0.3643,0.0,0.0,0.1415,0.0,0.0,True
E3_GSE135893,TILD001,IPF,Mast Cells,15,1.0,0.0667,0.0667,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,TILD001,IPF,Mesothelial Cells,1,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,False
E3_GSE135893,TILD001,IPF,Monocytes,243,0.9712,0.8477,0.9136,0.0,0.0,0.0617,0.0,0.0,True
E3_GSE135893,TILD001,IPF,Myofibroblasts,53,0.0377,0.0755,0.0189,0.0,0.2642,0.0,0.0566,0.0,True
E3_GSE135893,TILD001,IPF,PLIN2+ Fibroblasts,830,0.0747,0.1723,0.0181,0.0,0.5831,0.0024,0.0012,0.0,True
E3_GSE135893,TILD001,IPF,Proliferating Macrophages,4,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,TILD001,IPF,Proliferating T Cells,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,TILD001,IPF,SCGB3A2+,46,0.6522,0.2826,0.2609,0.0,0.4348,0.0652,0.1522,0.0,True
E3_GSE135893,TILD001,IPF,SCGB3A2+ SCGB1A1+,30,0.4333,0.2667,0.0,0.0,0.1333,0.0667,0.1333,0.0,True
E3_GSE135893,TILD001,IPF,Smooth Muscle Cells,34,0.0588,0.1176,0.0,0.0,0.2059,0.0,0.0,0.0,True
E3_GSE135893,TILD001,IPF,T Cells,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,TILD001,IPF,cDCs,43,0.9535,0.6977,0.2791,0.0,0.0,0.3256,0.0,0.0,True
E3_GSE135893,TILD006,IPF,AT2,36,0.75,0.2222,0.0,0.0,0.2222,0.0278,0.1667,0.0,True
E3_GSE135893,TILD006,IPF,B Cells,7,0.1429,0.1429,0.2857,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,TILD006,IPF,Basal,29,0.3793,0.1379,0.0345,0.0,0.3793,0.0345,0.0345,0.0,True
E3_GSE135893,TILD006,IPF,Ciliated,89,0.1011,0.0,0.0,0.0,0.0674,0.0562,0.3933,0.0,True
E3_GSE135893,TILD006,IPF,Differentiating Ciliated,7,0.1429,0.1429,0.1429,0.0,0.1429,0.2857,0.4286,0.0,False
E3_GSE135893,TILD006,IPF,Endothelial Cells,229,0.1266,0.3275,0.0087,0.0,0.0044,0.0131,0.0044,0.0,True
E3_GSE135893,TILD006,IPF,Fibroblasts,40,0.175,0.0,0.0,0.0,0.2,0.0,0.0,0.0,True
E3_GSE135893,TILD006,IPF,KRT5-/KRT17+,15,0.6,0.0667,0.0,0.0,0.0,0.2,0.0667,0.0,False
E3_GSE135893,TILD006,IPF,Lymphatic Endothelial Cells,7,0.1429,0.1429,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,TILD006,IPF,MUC5B+,41,0.2683,0.122,0.0244,0.0,0.0976,0.0488,0.0732,0.0,True
E3_GSE135893,TILD006,IPF,Macrophages,2122,0.6395,0.6239,0.3968,0.0,0.0019,0.0118,0.0,0.0,True
E3_GSE135893,TILD006,IPF,Mast Cells,12,1.0,0.3333,0.25,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,TILD006,IPF,Mesothelial Cells,4,0.75,0.25,0.0,0.0,0.25,0.0,0.0,0.0,False
E3_GSE135893,TILD006,IPF,Monocytes,18,0.8889,0.6111,0.6111,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,TILD006,IPF,Myofibroblasts,117,0.0855,0.0513,0.0085,0.0,0.0684,0.0,0.0085,0.0,True
E3_GSE135893,TILD006,IPF,PLIN2+ Fibroblasts,4,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,False
E3_GSE135893,TILD006,IPF,Plasma Cells,133,0.4436,0.1053,0.0451,0.0,0.0075,0.0,0.0,0.0,True
E3_GSE135893,TILD006,IPF,Proliferating Epithelial Cells,6,0.1667,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,TILD006,IPF,Proliferating Macrophages,78,0.5256,0.5513,0.2051,0.0,0.0,0.0256,0.0,0.0,True
E3_GSE135893,TILD006,IPF,Proliferating T Cells,20,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
E3_GSE135893,TILD006,IPF,SCGB3A2+,61,0.4918,0.082,0.0164,0.0328,0.2459,0.0164,0.0984,0.0,True
E3_GSE135893,TILD006,IPF,SCGB3A2+ SCGB1A1+,18,0.2222,0.1111,0.0,0.0,0.2222,0.0,0.0,0.0,False
E3_GSE135893,TILD006,IPF,Smooth Muscle Cells,32,0.0,0.0312,0.0,0.0,0.0,0.0,0.0312,0.0,True
E3_GSE135893,TILD006,IPF,T Cells,14,0.1429,0.0714,0.0,0.0,0.0714,0.0,0.0,0.0,False
E3_GSE135893,TILD006,IPF,Transitional AT2,5,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,TILD006,IPF,cDCs,161,0.7019,0.323,0.1553,0.0,0.0,0.0373,0.0,0.0,True
E3_GSE135893,TILD006,IPF,pDCs,8,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,TILD010,IPF,AT1,3,0.3333,1.0,0.0,0.0,0.6667,0.0,0.3333,0.0,False
E3_GSE135893,TILD010,IPF,AT2,29,0.7931,0.2069,0.0345,0.0,0.3448,0.069,0.1379,0.0,True
E3_GSE135893,TILD010,IPF,B Cells,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,TILD010,IPF,Basal,153,0.5425,0.2092,0.1046,0.0,0.6536,0.1046,0.098,0.0,True
E3_GSE135893,TILD010,IPF,Ciliated,122,0.2295,0.0164,0.0164,0.0,0.1311,0.041,0.2541,0.0,True
E3_GSE135893,TILD010,IPF,Differentiating Ciliated,12,0.4167,0.0,0.0833,0.0,0.25,0.0833,0.4167,0.0,False
E3_GSE135893,TILD010,IPF,Endothelial Cells,89,0.0674,0.1573,0.0,0.0,0.0225,0.0112,0.0112,0.0,True
E3_GSE135893,TILD010,IPF,Fibroblasts,8,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,False
E3_GSE135893,TILD010,IPF,Lymphatic Endothelial Cells,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,TILD010,IPF,MUC5B+,35,0.2571,0.1429,0.0857,0.0,0.1714,0.1429,0.0571,0.0,True
E3_GSE135893,TILD010,IPF,Macrophages,741,0.4737,0.5506,0.2348,0.0,0.0027,0.027,0.0,0.0,True
E3_GSE135893,TILD010,IPF,Mast Cells,8,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,TILD010,IPF,Monocytes,4,0.75,1.0,0.75,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,TILD010,IPF,Myofibroblasts,47,0.0851,0.0638,0.0,0.0,0.1702,0.0,0.0,0.0,True
E3_GSE135893,TILD010,IPF,PLIN2+ Fibroblasts,2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,TILD010,IPF,Plasma Cells,3,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,TILD010,IPF,Proliferating Epithelial Cells,8,0.5,0.0,0.125,0.0,0.375,0.0,0.125,0.0,False
E3_GSE135893,TILD010,IPF,Proliferating Macrophages,33,0.6364,0.6061,0.2727,0.0,0.0,0.0,0.0,0.0,True
E3_GSE135893,TILD010,IPF,SCGB3A2+,154,0.5649,0.1104,0.1753,0.0065,0.3377,0.0779,0.1558,0.0,True
E3_GSE135893,TILD010,IPF,SCGB3A2+ SCGB1A1+,34,0.3235,0.1176,0.0294,0.0,0.2647,0.0294,0.1471,0.0,True
E3_GSE135893,TILD010,IPF,Smooth Muscle Cells,44,0.0682,0.0227,0.0,0.0,0.0682,0.0,0.2045,0.0,True
E3_GSE135893,TILD010,IPF,T Cells,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,TILD010,IPF,Transitional AT2,7,0.8571,0.2857,0.0,0.0,0.5714,0.2857,0.0,0.0,False
E3_GSE135893,TILD010,IPF,cDCs,42,0.7143,0.2857,0.0476,0.0,0.0,0.0476,0.0238,0.0,True
E3_GSE135893,TILD015,IPF,AT1,4,0.0,0.5,0.0,0.0,0.75,0.0,0.25,0.0,False
E3_GSE135893,TILD015,IPF,AT2,19,0.2632,0.2632,0.0,0.0526,0.5263,0.1579,0.0526,0.0,False
E3_GSE135893,TILD015,IPF,B Cells,152,0.3947,0.0592,0.0461,0.0,0.0,0.0,0.0,0.0,True
E3_GSE135893,TILD015,IPF,Basal,48,0.3958,0.2292,0.1042,0.0,0.9167,0.2917,0.0833,0.0,True
E3_GSE135893,TILD015,IPF,Ciliated,120,0.375,0.075,0.0167,0.0083,0.225,0.225,0.3333,0.0,True
E3_GSE135893,TILD015,IPF,Differentiating Ciliated,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False
E3_GSE135893,TILD015,IPF,Endothelial Cells,471,0.1083,0.293,0.0255,0.0,0.0934,0.0276,0.0064,0.0,True
E3_GSE135893,TILD015,IPF,Fibroblasts,29,0.1034,0.069,0.0345,0.0,0.4828,0.0,0.0,0.0,True
E3_GSE135893,TILD015,IPF,KRT5-/KRT17+,14,0.2857,0.5,0.0714,0.0,0.3571,0.2143,0.2857,0.0,False
E3_GSE135893,TILD015,IPF,Lymphatic Endothelial Cells,23,0.0,0.0435,0.0435,0.0,0.0,0.1304,0.0,0.0,True
E3_GSE135893,TILD015,IPF,MUC5B+,32,0.3125,0.2188,0.1875,0.0,0.5625,0.2188,0.125,0.0,True
E3_GSE135893,TILD015,IPF,Macrophages,2422,0.5487,0.6705,0.3196,0.0004,0.005,0.0784,0.0025,0.0004,True
E3_GSE135893,TILD015,IPF,Mast Cells,75,0.5867,0.04,0.08,0.0,0.0,0.0933,0.0,0.0,True
E3_GSE135893,TILD015,IPF,Mesothelial Cells,27,0.1481,0.1852,0.0741,0.0,0.7778,0.0,0.0741,0.3333,True
E3_GSE135893,TILD015,IPF,Monocytes,1042,0.5557,0.6766,0.4251,0.0,0.0029,0.0221,0.0,0.0,True
E3_GSE135893,TILD015,IPF,Myofibroblasts,94,0.1596,0.0745,0.0319,0.0,0.3511,0.0,0.0532,0.0106,True
E3_GSE135893,TILD015,IPF,NK Cells,29,0.4828,0.0345,0.0,0.0,0.0,0.0345,0.0,0.0,True
E3_GSE135893,TILD015,IPF,PLIN2+ Fibroblasts,7,0.0,0.1429,0.0,0.0,0.2857,0.0,0.0,0.0,False
E3_GSE135893,TILD015,IPF,Plasma Cells,56,0.3036,0.125,0.0,0.0,0.0,0.0,0.0,0.0,True
E3_GSE135893,TILD015,IPF,Proliferating Epithelial Cells,3,0.6667,0.0,0.0,0.0,0.3333,0.6667,0.3333,0.0,False
E3_GSE135893,TILD015,IPF,Proliferating Macrophages,18,0.5556,0.5,0.1667,0.0556,0.0556,0.0556,0.0556,0.0,False
E3_GSE135893,TILD015,IPF,Proliferating T Cells,48,0.3125,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,True
E3_GSE135893,TILD015,IPF,SCGB3A2+,207,0.3671,0.2077,0.1304,0.0048,0.4638,0.1643,0.1401,0.0,True
E3_GSE135893,TILD015,IPF,SCGB3A2+ SCGB1A1+,31,0.2581,0.3226,0.0323,0.0,0.3871,0.0645,0.0968,0.0,True
E3_GSE135893,TILD015,IPF,Smooth Muscle Cells,28,0.1071,0.0714,0.0357,0.0,0.1429,0.0,0.2143,0.0,True
E3_GSE135893,TILD015,IPF,T Cells,1259,0.3304,0.0564,0.0286,0.0,0.0008,0.0111,0.0008,0.0,True
E3_GSE135893,TILD015,IPF,Transitional AT2,6,0.3333,0.0,0.0,0.0,0.5,0.3333,0.3333,0.0,False
E3_GSE135893,TILD015,IPF,cDCs,83,0.3735,0.1928,0.0482,0.0,0.0,0.0482,0.0,0.0,True
E3_GSE135893,TILD015,IPF,pDCs,54,0.8333,0.1481,0.0,0.0,0.0,0.0,0.0,0.0,True
E3_GSE135893,TILD028,IPF,AT1,7,0.5714,0.5714,0.0,0.0,0.5714,0.4286,0.0,0.0,False
E3_GSE135893,TILD028,IPF,AT2,61,0.9344,0.1967,0.0492,0.0328,0.2951,0.0328,0.1311,0.0164,True
E3_GSE135893,TILD028,IPF,B Cells,199,0.5829,0.1658,0.1457,0.0,0.0,0.0101,0.0,0.0,True
E3_GSE135893,TILD028,IPF,Basal,101,0.604,0.1782,0.1188,0.0,0.7624,0.2574,0.0891,0.0,True
E3_GSE135893,TILD028,IPF,Ciliated,313,0.3738,0.0351,0.0351,0.0,0.2077,0.1118,0.1693,0.0,True
E3_GSE135893,TILD028,IPF,Differentiating Ciliated,13,0.5385,0.2308,0.1538,0.0,0.3846,0.2308,0.2308,0.0,False
E3_GSE135893,TILD028,IPF,Endothelial Cells,406,0.1995,0.1921,0.0271,0.0,0.0887,0.0074,0.0,0.0,True
E3_GSE135893,TILD028,IPF,Fibroblasts,13,0.3077,0.1538,0.0,0.0,0.2308,0.0,0.0,0.0,False
E3_GSE135893,TILD028,IPF,KRT5-/KRT17+,7,0.7143,0.2857,0.0,0.0,0.5714,0.1429,0.1429,0.0,False
E3_GSE135893,TILD028,IPF,Lymphatic Endothelial Cells,14,0.0,0.1429,0.0,0.0,0.0,0.0714,0.0,0.0,False
E3_GSE135893,TILD028,IPF,MUC5AC+ High,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,False
E3_GSE135893,TILD028,IPF,MUC5B+,53,0.6226,0.1321,0.0377,0.0,0.2453,0.1132,0.0566,0.0,True
E3_GSE135893,TILD028,IPF,Macrophages,1799,0.7815,0.4658,0.5231,0.0006,0.0056,0.0217,0.0,0.0006,True
E3_GSE135893,TILD028,IPF,Mast Cells,142,0.9859,0.0211,0.1338,0.0,0.0,0.0986,0.0,0.0,True
E3_GSE135893,TILD028,IPF,Mesothelial Cells,15,0.6667,0.5333,0.0667,0.0,0.5333,0.0,0.0667,0.0,False
E3_GSE135893,TILD028,IPF,Monocytes,438,0.8584,0.4932,0.6826,0.0,0.0023,0.0046,0.0,0.0023,True
E3_GSE135893,TILD028,IPF,Myofibroblasts,104,0.1923,0.0673,0.0096,0.0,0.4615,0.0096,0.0,0.0,True
E3_GSE135893,TILD028,IPF,NK Cells,20,0.7,0.0,0.0,0.0,0.05,0.0,0.0,0.0,True
E3_GSE135893,TILD028,IPF,PLIN2+ Fibroblasts,27,0.2963,0.2963,0.037,0.0,0.7407,0.0,0.0,0.0,True
E3_GSE135893,TILD028,IPF,Plasma Cells,27,0.4444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
E3_GSE135893,TILD028,IPF,Proliferating Epithelial Cells,3,0.0,0.0,0.3333,0.0,0.3333,0.0,0.0,0.0,False
E3_GSE135893,TILD028,IPF,Proliferating Macrophages,25,0.76,0.4,0.48,0.0,0.0,0.0,0.0,0.0,True
E3_GSE135893,TILD028,IPF,Proliferating T Cells,10,0.8,0.2,0.1,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,TILD028,IPF,SCGB3A2+,180,0.7333,0.1389,0.1778,0.0056,0.3389,0.1222,0.0722,0.0,True
E3_GSE135893,TILD028,IPF,SCGB3A2+ SCGB1A1+,51,0.7255,0.0588,0.0588,0.0,0.2157,0.0392,0.0392,0.0,True
E3_GSE135893,TILD028,IPF,Smooth Muscle Cells,72,0.2083,0.0833,0.0556,0.0,0.3472,0.0,0.0694,0.0,True
E3_GSE135893,TILD028,IPF,T Cells,143,0.4406,0.007,0.042,0.0,0.0,0.0,0.0,0.0,True
E3_GSE135893,TILD028,IPF,Transitional AT2,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
E3_GSE135893,TILD028,IPF,cDCs,145,0.9034,0.4414,0.3034,0.0,0.0069,0.1517,0.0,0.0,True
E3_GSE135893,TILD028,IPF,pDCs,3,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,VUHD071,Control,AT2,98,0.6224,0.0,0.0,0.0,0.0918,0.0102,0.051,0.0,True
E3_GSE135893,VUHD071,Control,Basal,3,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,False
E3_GSE135893,VUHD071,Control,Ciliated,47,0.0638,0.0,0.0,0.0,0.1277,0.0213,0.0851,0.0,True
E3_GSE135893,VUHD071,Control,Differentiating Ciliated,17,0.0,0.0,0.0,0.0,0.0588,0.0,0.0588,0.0,False
E3_GSE135893,VUHD071,Control,MUC5B+,36,0.0556,0.0,0.0,0.0,0.0556,0.0556,0.0,0.0,True
E3_GSE135893,VUHD071,Control,Macrophages,1923,0.1024,0.0983,0.0296,0.0,0.0016,0.0078,0.0016,0.0,True
E3_GSE135893,VUHD071,Control,Mast Cells,12,0.5833,0.0833,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,VUHD071,Control,Mesothelial Cells,2,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,VUHD071,Control,Monocytes,12,0.4167,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,VUHD071,Control,Plasma Cells,3,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,False
E3_GSE135893,VUHD071,Control,Proliferating Epithelial Cells,2,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,False
E3_GSE135893,VUHD071,Control,Proliferating Macrophages,11,0.0909,0.0909,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,VUHD071,Control,Proliferating T Cells,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,VUHD071,Control,SCGB3A2+,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
E3_GSE135893,VUHD071,Control,SCGB3A2+ SCGB1A1+,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,VUHD071,Control,T Cells,20,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
E3_GSE135893,VUHD071,Control,Transitional AT2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,VUHD071,Control,cDCs,2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,VUHD65,Control,AT1,14,0.1429,0.3571,0.0,0.0,0.2857,0.0714,0.0,0.0,False
E3_GSE135893,VUHD65,Control,AT2,328,0.3872,0.0244,0.003,0.0122,0.3872,0.0274,0.0976,0.0061,True
E3_GSE135893,VUHD65,Control,B Cells,3,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,VUHD65,Control,Basal,7,0.0,0.0,0.0,0.0,0.4286,0.2857,0.2857,0.0,False
E3_GSE135893,VUHD65,Control,Ciliated,449,0.1292,0.0,0.0045,0.0156,0.2606,0.167,0.3653,0.0,True
E3_GSE135893,VUHD65,Control,Differentiating Ciliated,79,0.1772,0.0,0.0,0.0886,0.519,0.1392,0.2911,0.0,True
E3_GSE135893,VUHD65,Control,Endothelial Cells,314,0.0318,0.0541,0.0,0.0,0.1529,0.0,0.0096,0.0,True
E3_GSE135893,VUHD65,Control,Fibroblasts,19,0.1053,0.0,0.0,0.0,0.6842,0.0,0.0526,0.0,False
E3_GSE135893,VUHD65,Control,KRT5-/KRT17+,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,False
E3_GSE135893,VUHD65,Control,Lymphatic Endothelial Cells,15,0.0667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,VUHD65,Control,MUC5AC+ High,12,0.25,0.1667,0.0,0.0,0.4167,0.25,0.25,0.0,False
E3_GSE135893,VUHD65,Control,MUC5B+,116,0.0948,0.0431,0.0086,0.0086,0.4138,0.1293,0.1466,0.0,True
E3_GSE135893,VUHD65,Control,Macrophages,791,0.5563,0.574,0.3856,0.0,0.0,0.0442,0.0025,0.0,True
E3_GSE135893,VUHD65,Control,Mast Cells,5,0.8,0.2,0.2,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,VUHD65,Control,Mesothelial Cells,6,0.1667,0.0,0.0,0.0,0.6667,0.0,0.0,0.1667,False
E3_GSE135893,VUHD65,Control,Monocytes,39,0.5128,0.4359,0.5641,0.0,0.0,0.0,0.0,0.0,True
E3_GSE135893,VUHD65,Control,Myofibroblasts,36,0.0,0.0,0.0,0.0,0.2222,0.0278,0.0,0.0,True
E3_GSE135893,VUHD65,Control,NK Cells,121,0.3719,0.0083,0.0083,0.0,0.0,0.0,0.0,0.0,True
E3_GSE135893,VUHD65,Control,PLIN2+ Fibroblasts,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,VUHD65,Control,Plasma Cells,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,VUHD65,Control,Proliferating Epithelial Cells,6,0.6667,0.1667,0.0,0.0,0.5,0.5,0.1667,0.0,False
E3_GSE135893,VUHD65,Control,Proliferating Macrophages,39,0.7179,0.4872,0.4615,0.0,0.0,0.0513,0.0,0.0,True
E3_GSE135893,VUHD65,Control,Proliferating T Cells,4,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,VUHD65,Control,SCGB3A2+,8,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.0,False
E3_GSE135893,VUHD65,Control,SCGB3A2+ SCGB1A1+,34,0.0,0.0,0.0,0.0,0.2353,0.0,0.0,0.0,True
E3_GSE135893,VUHD65,Control,Smooth Muscle Cells,15,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,False
E3_GSE135893,VUHD65,Control,T Cells,30,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
E3_GSE135893,VUHD65,Control,Transitional AT2,55,0.2,0.1818,0.0,0.0,0.5636,0.1455,0.0727,0.0,True
E3_GSE135893,VUHD65,Control,cDCs,2,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,VUHD66,Control,AT1,40,0.025,0.1,0.0,0.0,0.375,0.05,0.0,0.0,True
E3_GSE135893,VUHD66,Control,AT2,504,0.3869,0.1329,0.0317,0.0119,0.3175,0.0179,0.0694,0.0159,True
E3_GSE135893,VUHD66,Control,B Cells,33,0.2121,0.0303,0.0,0.0,0.0,0.0,0.0,0.0,True
E3_GSE135893,VUHD66,Control,Basal,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
E3_GSE135893,VUHD66,Control,Ciliated,892,0.3128,0.0022,0.009,0.0045,0.1783,0.1087,0.426,0.0,True
E3_GSE135893,VUHD66,Control,Differentiating Ciliated,67,0.3582,0.1343,0.0149,0.0149,0.403,0.1343,0.5373,0.0,True
E3_GSE135893,VUHD66,Control,Endothelial Cells,49,0.0204,0.2245,0.0,0.0,0.0204,0.0,0.0204,0.0,True
E3_GSE135893,VUHD66,Control,Fibroblasts,57,0.0175,0.0,0.0,0.0,0.2456,0.0,0.0351,0.0,True
E3_GSE135893,VUHD66,Control,KRT5-/KRT17+,12,0.5833,0.5,0.0,0.0833,0.5,0.0833,0.0,0.0,False
E3_GSE135893,VUHD66,Control,Lymphatic Endothelial Cells,143,0.0,0.021,0.0,0.0,0.0,0.028,0.0,0.0,True
E3_GSE135893,VUHD66,Control,MUC5AC+ High,5,0.0,0.2,0.0,0.0,0.6,0.2,0.2,0.0,False
